RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,time,id,OBJECTID,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
56409,1187,NW FAIRGROUNDS RD,Minor Arterial,2,588,Urban,588,15,Fairview Middle,2,Fairview Middle,178,NA,NA,4,2,6,NA,1,1,2,2,178,356
56961,1217,HICKORY ST NE,Local Access,2,227,Urban,227,15,Fairview Middle,2,Fairview Middle,69,3,NA,NA,NA,5,NA,0,1,1,1,69,69
56973,2157,FALCON PL NE,Local Access,2,379,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,379,0
56961,674,HICKORY ST NE,Local Access,2,225,Urban,225,15,Fairview Middle,2,Fairview Middle,68,3,NA,NA,NA,5,NA,0,1,1,1,68,68
56972,3632,BLACKBIRD DR NE,Local Access,2,231,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,231,0
56972,8697,BLACKBIRD DR NE,Local Access,2,1735,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1735,0
56978,13276,NE AUKLET CT,Local Access,2,182,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182,0
56940,12266,NE BROADLEAF CT,Local Access,2,168,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,168,0
59050,354,CENTRAL VALLEY RD NE,Minor Arterial,2,951,Urban,951,15,Fairview Middle,2,Fairview Middle,281,NA,NA,4,2,6,NA,1,1,2,2,281,562
59050,16735,CENTRAL VALLEY RD NE,Minor Arterial,2,306,Urban,306,15,Fairview Middle,2,Fairview Middle,93,NA,NA,4,2,6,NA,1,1,2,2,93,186
59050,1364,CENTRAL VALLEY RD NE,Minor Arterial,2,316,Urban,316,15,Fairview Middle,2,Fairview Middle,96,NA,NA,5,5,6,NA,1,1,2,2,96,192
59050,1780,CENTRAL VALLEY RD NE,Minor Arterial,2,373,Urban,373,15,Fairview Middle,2,Fairview Middle,113,NA,NA,5,5,6,NA,1,1,2,2,113,226
59050,2449,CENTRAL VALLEY RD NE,Minor Arterial,2,841,Urban,841,15,Fairview Middle,2,Fairview Middle,50,NA,NA,4,2,6,NA,1,1,2,2,50,100
59050,2449,CENTRAL VALLEY RD NE,Minor Arterial,2,841,Urban,841,15,Fairview Middle,2,Fairview Middle,256,NA,NA,4,2,6,NA,1,1,2,2,256,512
59050,3807,CENTRAL VALLEY RD NE,Minor Arterial,2,169,Urban,169,15,Fairview Middle,2,Fairview Middle,51,NA,NA,5,5,6,NA,1,1,2,2,51,102
59050,5910,CENTRAL VALLEY RD NE,Minor Arterial,2,389,Urban,389,15,Fairview Middle,2,Fairview Middle,118,NA,NA,4,2,6,NA,1,1,2,2,118,236
59050,5910,CENTRAL VALLEY RD NE,Minor Arterial,2,389,Urban,389,15,Fairview Middle,2,Fairview Middle,51,NA,NA,NA,2,6,NA,1,0,1,1,51,51
59050,5910,CENTRAL VALLEY RD NE,Minor Arterial,2,389,Urban,389,15,Fairview Middle,2,Fairview Middle,50,NA,NA,4,NA,6,NA,0,1,1,1,50,50
59050,11185,CENTRAL VALLEY RD NE,Minor Arterial,2,625,Urban,625,15,Fairview Middle,2,Fairview Middle,190,NA,NA,5,5,6,NA,1,1,2,2,190,380
59050,11740,CENTRAL VALLEY RD NE,Minor Arterial,2,478,Urban,478,15,Fairview Middle,2,Fairview Middle,79,NA,NA,4,2,6,NA,1,1,2,2,79,158
59050,12514,CENTRAL VALLEY RD NE,Minor Arterial,2,478,Urban,478,15,Fairview Middle,2,Fairview Middle,71,NA,NA,5,5,6,NA,1,1,2,2,71,142
59050,13081,CENTRAL VALLEY RD NE,Minor Arterial,2,537,Urban,537,15,Fairview Middle,2,Fairview Middle,163,NA,NA,5,5,6,NA,1,1,2,2,163,326
56960,12242,NE CONIFER DR,Local Access,2,157,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,157,0
56960,9555,NE CONIFER DR,Local Access,2,187,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,187,0
