RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
50909,5860,PERRY AVE NE,Minor Arterial,2,51,Urban,51,Bremerton East UGA,Bremerton East UGA,51,NA,NA,4,4,6,NA,1,1,2,2,51,102
50909,18409,PERRY AVE NE,Minor Arterial,2,24,Urban,24,Bremerton East UGA,Bremerton East UGA,19,NA,NA,4,NA,6,NA,0,1,1,1,19,19
50909,18409,PERRY AVE NE,Minor Arterial,2,24,Urban,24,Bremerton East UGA,Bremerton East UGA,0,NA,NA,NA,4,6,NA,1,0,1,1,0,0
54080,18431,NE IVY RD,Local Access,2,4,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0
54600,18464,NE RIDDELL RD,Major Collector,2,2,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0
54220,10609,NE CLEMENS ST,Local Access,2,533,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,533,0
51810,10931,OLYMPUS DR NE,Local Access,2,679,Urban,679,Bremerton East UGA,Bremerton East UGA,679,NA,NA,3,3,5,NA,1,1,2,2,679,1358
54050,10814,HEIDER DR NE,Local Access,2,310,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,310,0
52820,11519,NE BELLPARK DR,Local Access,2,629,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,629,0
53970,11427,PETERSVILLE RD NE,Major Collector,2,362,Urban,362,Bremerton East UGA,Bremerton East UGA,362,NA,NA,3,NA,6,NA,0,1,1,1,362,362
52570,11320,PARKLANE DR NE,Local Access,2,481,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,481,0
51940,11019,NE 30TH ST,Local Access,2,550,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,550,0
52935,11029,FOREST DR NE,Local Access,2,556,Urban,556,Bremerton East UGA,Bremerton East UGA,161,NA,NA,2,NA,5,NA,0,1,1,1,161,161
52935,11029,FOREST DR NE,Local Access,2,556,Urban,556,Bremerton East UGA,Bremerton East UGA,319,NA,NA,NA,2,5,NA,1,0,1,1,319,319
54330,7693,MERLIE AVE NE,Local Access,2,106,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,106,0
53970,8730,PETERSVILLE RD NE,Major Collector,2,555,Urban,555,Bremerton East UGA,Bremerton East UGA,555,NA,NA,3,NA,6,NA,0,1,1,1,555,555
51945,9027,RIDGEVIEW DR NE,Local Access,2,1028,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1028,0
52690,10551,NE BAHIA VISTA DR,Local Access,2,2517,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2517,0
50980,6731,NE FRUITLAND ST,Local Access,2,598,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,598,0
51100,9818,KEEL AVE NE,Local Access,2,629,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,629,0
52935,9876,FOREST DR NE,Local Access,2,192,Urban,192,Bremerton East UGA,Bremerton East UGA,95,NA,NA,NA,2,5,NA,1,0,1,1,95,95
54030,9979,HARBEL DR NE,Local Access,2,1304,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1304,0
51940,2818,NE 30TH ST,Local Access,2,214,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,214,0
51940,3804,NE 30TH ST,Local Access,2,284,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,0
51040,11854,NE ROZEWOOD DR,Local Access,2,1312,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1312,0
50985,5081,NE HELM ST,Local Access,2,1030,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1030,0
50580,2508,NE BOWEN ST,Local Access,2,584,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,584,0
50520,4236,NE HAYTON ST,Local Access,2,599,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,599,0
54155,2809,NE CHERYL ST,Local Access,2,642,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,642,0
52510,8135,VIEWCREST DR NE,Local Access,2,1176,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1176,0
54080,10772,NE IVY RD,Local Access,2,349,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,349,0
52300,8595,NE FERNWOOD CT,Local Access,2,823,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,823,0
51220,1846,NE BARNETT ST,Local Access,2,569,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,569,0
54390,1886,OLYMPUS DR NE,Local Access,2,849,Urban,849,Bremerton East UGA,Bremerton East UGA,846,NA,NA,3,NA,5,NA,0,1,1,1,846,846
54390,1886,OLYMPUS DR NE,Local Access,2,849,Urban,849,Bremerton East UGA,Bremerton East UGA,845,NA,NA,NA,3,5,NA,1,0,1,1,845,845
53970,7535,PETERSVILLE RD NE,Major Collector,2,367,Urban,367,Bremerton East UGA,Bremerton East UGA,367,NA,NA,3,NA,6,NA,0,1,1,1,367,367
52930,8879,E 31ST ST,Local Access,2,657,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,657,0
53970,8329,PETERSVILLE RD NE,Major Collector,2,291,Urban,291,Bremerton East UGA,Bremerton East UGA,291,NA,NA,3,NA,6,NA,0,1,1,1,291,291
51270,1103,BULLARD AVE NE,Local Access,2,258,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,258,0
54330,9134,MERLIE AVE NE,Local Access,2,381,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,381,0
53120,7401,NE SUNRISE DR,Local Access,2,525,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,525,0
50985,6984,NE HELM ST,Local Access,2,554,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,554,0
53005,12889,NE FRANKLIN ST,Local Access,2,236,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,0
51810,5977,OLYMPUS DR NE,Local Access,2,332,Urban,332,Bremerton East UGA,Bremerton East UGA,331,NA,NA,3,3,5,NA,1,1,2,2,331,662
52935,6519,FOREST DR NE,Local Access,2,355,Urban,355,Bremerton East UGA,Bremerton East UGA,185,3,NA,NA,NA,5,NA,1,0,1,1,185,185
51810,7971,OLYMPUS DR NE,Local Access,2,1123,Urban,1123,Bremerton East UGA,Bremerton East UGA,1123,NA,NA,3,3,5,NA,1,1,2,2,1123,2246
51940,6874,NE 30TH ST,Local Access,2,729,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,729,0
52510,6662,VIEWCREST DR NE,Local Access,2,331,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,331,0
50820,113,GREENWOOD DR NE,Local Access,2,491,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,491,0
54220,6052,NE CLEMENS ST,Local Access,2,129,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,129,0
52510,5199,VIEWCREST DR NE,Local Access,2,479,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,479,0
54460,5635,NE CALHOUN ST,Local Access,2,484,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,484,0
54030,4614,HARBEL DR NE,Local Access,2,358,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,358,0
52390,3945,NE MAPLE VALLEY RD,Local Access,2,493,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,493,0
50985,2325,NE HELM ST,Local Access,2,258,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,258,0
50980,3305,NE FRUITLAND ST,Local Access,2,313,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,313,0
51810,7617,OLYMPUS DR NE,Local Access,2,201,Urban,201,Bremerton East UGA,Bremerton East UGA,201,NA,NA,3,3,5,NA,1,1,2,2,201,402
51810,9319,OLYMPUS DR NE,Local Access,2,118,Urban,118,Bremerton East UGA,Bremerton East UGA,118,NA,NA,3,3,5,NA,1,1,2,2,118,236
54060,3271,NE CADY ST,Local Access,2,633,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,633,0
53000,3085,NE FRANKLIN ST,Local Access,2,481,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,481,0
53970,3966,PETERSVILLE RD NE,Major Collector,2,542,Urban,542,Bremerton East UGA,Bremerton East UGA,542,NA,NA,3,NA,6,NA,0,1,1,1,542,542
54220,4017,NE CLEMENS ST,Local Access,2,502,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,502,0
51945,1072,RIDGEVIEW DR NE,Local Access,2,948,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,948,0
52520,2195,NE ISLAND VIEW DR,Local Access,2,166,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166,0
51810,2421,OLYMPUS DR NE,Local Access,2,187,Urban,187,Bremerton East UGA,Bremerton East UGA,179,NA,NA,3,3,5,NA,1,1,2,2,179,358
51860,10932,NE BARNETT ST,Local Access,2,468,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,468,0
50985,1869,NE HELM ST,Local Access,2,524,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,524,0
52820,2233,NE BELLPARK DR,Local Access,2,654,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,654,0
51940,2763,NE 30TH ST,Local Access,2,199,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,199,0
51810,1095,OLYMPUS DR NE,Local Access,2,235,Urban,235,Bremerton East UGA,Bremerton East UGA,4,NA,NA,3,3,5,NA,1,1,2,2,4,8
51810,1095,OLYMPUS DR NE,Local Access,2,235,Urban,235,Bremerton East UGA,Bremerton East UGA,231,NA,NA,3,3,5,NA,1,1,2,2,231,462
53000,2013,NE FRANKLIN ST,Local Access,2,840,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,840,0
54280,793,NE WINDERMERE DR,Local Access,2,523,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,523,0
52935,717,FOREST DR NE,Local Access,2,267,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,267,0
52210,3027,NIPSIC AVE NE,Local Access,2,826,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,826,0
54080,12504,NE IVY RD,Local Access,2,333,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,333,0
50010,1355,JACOBSEN BLVD NE,Local Access,2,1023,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1023,0
52630,12319,CLASSIC AVE NE,Local Access,2,1396,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1396,0
54390,10029,OLYMPUS DR NE,Local Access,2,301,Urban,301,Bremerton East UGA,Bremerton East UGA,301,NA,NA,3,3,5,NA,1,1,2,2,301,602
54390,10278,OLYMPUS DR NE,Local Access,2,284,Urban,284,Bremerton East UGA,Bremerton East UGA,281,NA,NA,3,3,5,NA,1,1,2,2,281,562
50810,13313,NE BONAIR PL,Local Access,2,243,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,243,0
51940,9,NE 30TH ST,Local Access,2,668,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,668,0
51940,273,NE 30TH ST,Local Access,2,821,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,821,0
52660,10674,NE RIDGEVIEW PL,Local Access,2,212,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212,0
51860,13052,NE BARNETT ST,Local Access,2,159,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159,0
54220,11246,NE CLEMENS ST,Local Access,2,246,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,0
50909,3664,PERRY AVE NE,Minor Arterial,2,629,Urban,629,Bremerton East UGA,Bremerton East UGA,629,NA,NA,4,4,6,NA,1,1,2,2,629,1258
52935,386,FOREST DR NE,Local Access,2,176,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,176,0
52935,6661,FOREST DR NE,Local Access,2,962,Urban,962,Bremerton East UGA,Bremerton East UGA,58,NA,NA,NA,2,5,NA,1,0,1,1,58,58
50815,10197,SPRING ST NE,Local Access,2,337,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,337,0
52270,7432,HOLLYWOOD AVE NE,Local Access,2,545,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,545,0
52935,10027,FOREST DR NE,Local Access,2,680,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,680,0
52140,8915,NE WYOMING ST,Local Access,2,608,Urban,608,Bremerton East UGA,Bremerton East UGA,608,5,5,NA,NA,5,NA,5,5,10,10,608,6080
52140,3607,NE WYOMING ST,Local Access,2,887,Urban,887,Bremerton East UGA,Bremerton East UGA,887,5,NA,NA,NA,5,NA,5,0,5,5,887,4435
52140,3607,NE WYOMING ST,Local Access,2,887,Urban,887,Bremerton East UGA,Bremerton East UGA,714,NA,5,NA,NA,5,NA,0,5,5,5,714,3570
50909,7448,PERRY AVE NE,Minor Arterial,2,355,Urban,355,Bremerton East UGA,Bremerton East UGA,355,NA,NA,4,4,6,NA,1,1,2,2,355,710
52880,11233,NE VIRGINIA ST,Local Access,2,624,Urban,624,Bremerton East UGA,Bremerton East UGA,618,NA,NA,2,NA,5,NA,0,1,1,1,618,618
50909,6014,PERRY AVE NE,Minor Arterial,2,161,Urban,161,Bremerton East UGA,Bremerton East UGA,161,NA,NA,4,4,6,NA,1,1,2,2,161,322
50909,646,PERRY AVE NE,Minor Arterial,2,205,Urban,205,Bremerton East UGA,Bremerton East UGA,205,NA,NA,4,4,6,NA,1,1,2,2,205,410
50909,5833,PERRY AVE NE,Minor Arterial,2,170,Urban,170,Bremerton East UGA,Bremerton East UGA,169,NA,NA,4,4,6,NA,1,1,2,2,169,338
51160,759,NE SHERIDAN RD,Local Access,2,635,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,635,0
50909,4103,PERRY AVE NE,Minor Arterial,2,141,Urban,141,Bremerton East UGA,Bremerton East UGA,141,NA,NA,4,4,6,NA,1,1,2,2,141,282
52320,5734,NE WYOMING ST,Local Access,2,298,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,298,0
5049,5651,QUATERMASS AVE NE,Local Access,2,1157,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1157,0
50920,8895,NE SUNSET LN,Local Access,2,599,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,599,0
53300,9911,NE SYLVAN WAY,Major Collector,2,251,Urban,251,Bremerton East UGA,Bremerton East UGA,251,NA,NA,3,3,6,NA,1,1,2,2,251,502
50920,12009,NE SUNSET LN,Local Access,2,156,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156,0
53300,441,NE SYLVAN WAY,Minor Arterial,2,305,Urban,305,Bremerton East UGA,Bremerton East UGA,305,NA,NA,3,3,6,NA,1,1,2,2,305,610
53300,1266,NE SYLVAN WAY,Minor Arterial,2,313,Urban,313,Bremerton East UGA,Bremerton East UGA,313,NA,NA,3,3,6,NA,1,1,2,2,313,626
53300,2921,NE SYLVAN WAY,Minor Arterial,2,661,Urban,661,Bremerton East UGA,Bremerton East UGA,4,NA,NA,3,NA,6,NA,0,1,1,1,4,4
53300,2921,NE SYLVAN WAY,Minor Arterial,2,661,Urban,661,Bremerton East UGA,Bremerton East UGA,661,NA,NA,NA,3,6,NA,1,0,1,1,661,661
53300,3709,NE SYLVAN WAY,Major Collector,2,311,Urban,311,Bremerton East UGA,Bremerton East UGA,311,NA,NA,3,3,6,NA,1,1,2,2,311,622
53300,3761,NE SYLVAN WAY,Local Access,2,405,Urban,405,Bremerton East UGA,Bremerton East UGA,1,NA,NA,3,3,5,NA,1,1,2,2,1,2
53300,4539,NE SYLVAN WAY,Major Collector,2,174,Urban,174,Bremerton East UGA,Bremerton East UGA,174,NA,NA,3,3,6,NA,1,1,2,2,174,348
51810,12371,OLYMPUS DR NE,Local Access,2,267,Urban,267,Bremerton East UGA,Bremerton East UGA,267,NA,NA,3,3,5,NA,1,1,2,2,267,534
51940,10175,NE 30TH ST,Local Access,2,498,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,498,0
51810,12874,OLYMPUS DR NE,Local Access,2,382,Urban,382,Bremerton East UGA,Bremerton East UGA,382,NA,NA,3,3,5,NA,1,1,2,2,382,764
50810,12586,NE BONAIR PL,Local Access,2,276,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,276,0
